广东	72812.55
江苏	70116.40
山东	63003.30
浙江	42886.00
河南	37010.25
四川	30103.10
河北	29806.10
湖北	29550.19
湖南	29047.20
辽宁	28700.00
福建	25979.82
上海	24964.99
北京	22968.60
安徽	22005.60
陕西	18171.16
内蒙古	18032.79
广西	16803.12
江西	16723.80
天津	16538.19
重庆	15719.72
黑龙江	15083.70
吉林	14274.11
云南	13717.88
山西	12802.58
贵州	10502.56
新疆	9324.80
甘肃	6790.32
海南	3807.80
宁夏	2911.77
青海	2417.05
西藏	1026.39
